timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB]
2026/01/21 02:09:17.700, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:09:18.700, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:09:19.700, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:09:20.701, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:09:21.701, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:09:22.701, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:09:23.701, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:09:24.701, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:09:25.702, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:09:26.702, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:09:27.702, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:09:28.702, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:09:29.702, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:09:30.703, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:09:31.703, 0, 9 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:09:32.703, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:09:33.703, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:09:34.704, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:09:35.704, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:09:36.706, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:09:37.706, 0, 97 %, 69 %, 33155 MiB, 46068 MiB
2026/01/21 02:09:38.706, 0, 78 %, 75 %, 33155 MiB, 46068 MiB
2026/01/21 02:09:39.707, 0, 80 %, 78 %, 33155 MiB, 46068 MiB
2026/01/21 02:09:40.707, 0, 83 %, 81 %, 33155 MiB, 46068 MiB
2026/01/21 02:09:41.707, 0, 87 %, 86 %, 33155 MiB, 46068 MiB
2026/01/21 02:09:42.707, 0, 91 %, 91 %, 33155 MiB, 46068 MiB
2026/01/21 02:09:43.707, 0, 93 %, 93 %, 33155 MiB, 46068 MiB
2026/01/21 02:09:44.707, 0, 93 %, 93 %, 33155 MiB, 46068 MiB
2026/01/21 02:09:45.707, 0, 93 %, 94 %, 33155 MiB, 46068 MiB
2026/01/21 02:09:46.708, 0, 95 %, 96 %, 33155 MiB, 46068 MiB
2026/01/21 02:09:47.708, 0, 95 %, 96 %, 33155 MiB, 46068 MiB
2026/01/21 02:09:48.708, 0, 95 %, 97 %, 33155 MiB, 46068 MiB
2026/01/21 02:09:49.708, 0, 93 %, 95 %, 33155 MiB, 46068 MiB
2026/01/21 02:09:50.708, 0, 95 %, 97 %, 33155 MiB, 46068 MiB
2026/01/21 02:09:51.709, 0, 95 %, 97 %, 33155 MiB, 46068 MiB
2026/01/21 02:09:52.709, 0, 68 %, 64 %, 33155 MiB, 46068 MiB
2026/01/21 02:09:53.709, 0, 72 %, 68 %, 33155 MiB, 46068 MiB
2026/01/21 02:09:54.709, 0, 75 %, 72 %, 33155 MiB, 46068 MiB
2026/01/21 02:09:55.709, 0, 79 %, 76 %, 33155 MiB, 46068 MiB
2026/01/21 02:09:56.709, 0, 82 %, 80 %, 33155 MiB, 46068 MiB
2026/01/21 02:09:57.710, 0, 85 %, 84 %, 33155 MiB, 46068 MiB
2026/01/21 02:09:58.710, 0, 88 %, 87 %, 33155 MiB, 46068 MiB
2026/01/21 02:09:59.710, 0, 93 %, 92 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:00.710, 0, 93 %, 93 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:01.710, 0, 93 %, 93 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:02.710, 0, 93 %, 94 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:03.711, 0, 93 %, 94 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:04.711, 0, 93 %, 95 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:05.711, 0, 95 %, 97 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:06.711, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:07.712, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:08.712, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:09.712, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:10.712, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:11.712, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:12.713, 0, 25 %, 1 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:13.713, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:14.713, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:15.713, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:16.713, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:17.714, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:18.714, 0, 43 %, 3 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:19.714, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:20.714, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:21.714, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:22.714, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:23.715, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:24.715, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:25.715, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:26.715, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:27.715, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:28.715, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:29.716, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:30.716, 0, 21 %, 3 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:31.716, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:32.716, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:33.716, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:34.717, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:35.717, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:36.717, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:37.717, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:38.717, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:39.718, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:40.718, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:41.718, 0, 3 %, 1 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:42.718, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:43.718, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:44.718, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:45.719, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:46.719, 0, 7 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:47.719, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:48.719, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:49.719, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:50.720, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:51.720, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:52.720, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:53.720, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:54.721, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:55.721, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:56.721, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:57.721, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:58.721, 0, 15 %, 1 %, 33155 MiB, 46068 MiB
2026/01/21 02:10:59.722, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:00.722, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:01.722, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:02.722, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:03.722, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:04.723, 0, 36 %, 3 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:05.723, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:06.723, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:07.723, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:08.723, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:09.724, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:10.724, 0, 20 %, 3 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:11.724, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:12.724, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:13.725, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:14.725, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:15.725, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:16.725, 0, 24 %, 1 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:17.725, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:18.726, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:19.726, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:20.726, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:21.726, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:22.727, 0, 31 %, 3 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:23.727, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:24.727, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:25.727, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:26.728, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:27.728, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:28.728, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:29.729, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:30.729, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:31.729, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:32.729, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:33.729, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:34.730, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:35.730, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:36.730, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:37.730, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:38.731, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:39.731, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:40.731, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:41.731, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:42.731, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:43.732, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:44.732, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:45.732, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:46.732, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:47.733, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:48.733, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:49.733, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:50.733, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:51.733, 0, 7 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:52.734, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:53.735, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:54.735, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:55.736, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:56.736, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:57.736, 0, 6 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:58.737, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:11:59.737, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:00.737, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:01.737, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:02.737, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:03.738, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:04.738, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:05.738, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:06.738, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:07.738, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:08.739, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:09.739, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:10.739, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:11.740, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:12.740, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:13.740, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:14.740, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:15.740, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:16.741, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:17.741, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:18.741, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:19.741, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:20.741, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:21.741, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:22.742, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:23.742, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:24.742, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:25.742, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:26.742, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:27.742, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:28.743, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:29.743, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:30.743, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:31.743, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:32.743, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:33.743, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:34.744, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:35.744, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:36.744, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:37.744, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:38.744, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:39.744, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:40.745, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:41.745, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:42.745, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:43.745, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:44.745, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:45.745, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:46.746, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:47.746, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:48.746, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:49.746, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:50.746, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:51.746, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:52.747, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:53.747, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:54.747, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:55.747, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:56.747, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:57.747, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:58.747, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:12:59.748, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:00.748, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:01.748, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:02.748, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:03.748, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:04.748, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:05.749, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:06.749, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:07.749, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:08.749, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:09.749, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:10.749, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:11.750, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:12.750, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:13.750, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:14.750, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:15.750, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:16.750, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:17.751, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:18.751, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:19.751, 0, 30 %, 1 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:20.751, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:21.752, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:22.752, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:23.752, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:24.752, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:25.752, 0, 27 %, 1 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:26.753, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:27.753, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:28.753, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:29.753, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:30.753, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:31.754, 0, 25 %, 1 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:32.754, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:33.754, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:34.754, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:35.754, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:36.755, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:37.755, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:38.755, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:39.755, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:40.755, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:41.756, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:42.756, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:43.756, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:44.756, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:45.756, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:46.757, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:47.757, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:48.757, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:49.757, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:50.758, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:51.758, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:52.758, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:53.758, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:54.758, 0, 36 %, 3 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:55.759, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:56.759, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:57.759, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:58.759, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:13:59.759, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:14:00.760, 0, 1 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:14:01.760, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:14:02.760, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:14:03.760, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:14:04.760, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:14:05.761, 0, 0 %, 0 %, 33155 MiB, 46068 MiB
2026/01/21 02:14:06.761, 0, 76 %, 70 %, 33155 MiB, 46068 MiB
2026/01/21 02:14:07.761, 0, 78 %, 75 %, 33155 MiB, 46068 MiB
2026/01/21 02:14:08.761, 0, 80 %, 78 %, 33155 MiB, 46068 MiB
2026/01/21 02:14:09.761, 0, 84 %, 82 %, 33155 MiB, 46068 MiB
2026/01/21 02:14:10.761, 0, 88 %, 86 %, 33155 MiB, 46068 MiB
2026/01/21 02:14:11.761, 0, 92 %, 91 %, 33155 MiB, 46068 MiB
2026/01/21 02:14:12.763, 0, 93 %, 93 %, 33155 MiB, 46068 MiB
2026/01/21 02:14:13.763, 0, 95 %, 95 %, 33155 MiB, 46068 MiB
2026/01/21 02:14:14.763, 0, 93 %, 94 %, 33155 MiB, 46068 MiB
2026/01/21 02:14:15.763, 0, 93 %, 94 %, 33155 MiB, 46068 MiB
2026/01/21 02:14:16.763, 0, 93 %, 95 %, 33155 MiB, 46068 MiB
2026/01/21 02:14:17.764, 0, 95 %, 97 %, 33155 MiB, 46068 MiB
2026/01/21 02:14:18.764, 0, 95 %, 97 %, 33155 MiB, 46068 MiB
2026/01/21 02:14:19.764, 0, 95 %, 97 %, 33155 MiB, 46068 MiB
2026/01/21 02:14:20.764, 0, 95 %, 98 %, 33155 MiB, 46068 MiB
2026/01/21 02:14:21.764, 0, 68 %, 64 %, 33155 MiB, 46068 MiB
2026/01/21 02:14:22.764, 0, 72 %, 68 %, 33155 MiB, 46068 MiB
2026/01/21 02:14:23.764, 0, 76 %, 73 %, 33155 MiB, 46068 MiB
2026/01/21 02:14:24.765, 0, 78 %, 76 %, 33155 MiB, 46068 MiB
2026/01/21 02:14:25.765, 0, 79 %, 77 %, 33155 MiB, 46068 MiB
2026/01/21 02:14:26.765, 0, 83 %, 82 %, 33155 MiB, 46068 MiB
2026/01/21 02:14:27.765, 0, 87 %, 86 %, 33155 MiB, 46068 MiB
2026/01/21 02:14:28.765, 0, 90 %, 89 %, 33155 MiB, 46068 MiB
2026/01/21 02:14:29.765, 0, 95 %, 94 %, 33155 MiB, 46068 MiB
2026/01/21 02:14:30.765, 0, 91 %, 91 %, 33155 MiB, 46068 MiB
2026/01/21 02:14:31.765, 0, 95 %, 96 %, 33155 MiB, 46068 MiB
2026/01/21 02:14:32.766, 0, 91 %, 91 %, 33155 MiB, 46068 MiB
2026/01/21 02:14:33.766, 0, 95 %, 96 %, 33155 MiB, 46068 MiB
